name,position,season,games_played,total_tackles,sacks,safties,passes_defended,interceptions,ints_for_tds,int_yards,longest_int_return
"Wright, Shareece",DB,2013,13,56,0,0,9,1,0,41,41
"Wright, Shareece",DB,2012,10,17,0,0,2,0,0,0,0
"Wright, Shareece",DB,2011,7,4,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2016,3,0,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2015,8,11,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2014,16,48,0,0,2,1,0,0,0
"Trusnik, Jason",LB,2013,16,25,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2012,16,25,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2011,16,18,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2010,16,24,1,0,1,0,0,0,0
"Trusnik, Jason",LB,2009,12,56,2.5,0,1,0,0,0,0
"Trusnik, Jason",LB,2009,4,6,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2008,7,10,0,0,0,0,0,0,0
"Trusnik, Jason",LB,2007,6,8,0,0,0,0,0,0,0
"Hicks, Akiem",DE,2016,16,54,7,0,2,0,0,0,0
"Hicks, Akiem",DE,2015,13,21,3,0,0,0,0,0,0
"Hicks, Akiem",DE,2015,3,2,0,0,0,0,0,0,0
"Hicks, Akiem",DE,2014,15,41,2,0,0,0,0,0,0
"Hicks, Akiem",DE,2013,16,56,4.5,0,0,0,0,0,0
"Hicks, Akiem",DE,2012,14,20,0,0,1,0,0,0,0
"Stills, Kenny",WR,2016,16,4,0,0,0,0,0,0,0
"Stills, Kenny",WR,2015,16,0,0,0,0,0,0,0,0
"Stills, Kenny",WR,2014,15,1,0,0,0,0,0,0,0
"Stills, Kenny",WR,2013,16,1,0,0,0,0,0,0,0
"Thomas, Lawrence",DE,2016,3,4,0,0,0,0,0,0,0
"Jackson, Kareem",CB,2016,14,62,0,0,4,1,1,42,42T
"Jackson, Kareem",CB,2015,12,58,0,0,6,2,1,77,50
"Jackson, Kareem",CB,2014,13,57,0,0,9,3,0,97,65
"Jackson, Kareem",CB,2013,14,56,0,0,9,0,0,0,0
"Jackson, Kareem",CB,2012,16,53,0,0,16,4,1,71,63T
"Jackson, Kareem",CB,2011,15,42,0,0,6,1,0,0,0
"Jackson, Kareem",CB,2010,16,71,0,0,10,2,0,23,23
"Moore, Zach",DE,2016,0,0,0,0,0,0,0,0,0
"Moore, Zach",DE,2016,1,0,0,0,0,0,0,0,0
"Moore, Zach",DE,2015,1,0,0,0,0,0,0,0,0
"Moore, Zach",DE,2014,8,3,0.5,0,0,0,0,0,0
"Boddy-Calhoun, Briean",SS,2016,14,43,1,0,11,3,1,94,67
"Brown, Chykie",DB,2016,5,2,0,0,0,0,0,0,0
"Brown, Chykie",DB,2014,8,31,0,0,2,0,0,0,0
"Brown, Chykie",DB,2014,7,9,0,0,1,0,0,0,0
"Brown, Chykie",DB,2013,16,10,0,0,1,0,0,0,0
"Brown, Chykie",DB,2012,16,25,0,0,5,0,0,0,0
"Brown, Chykie",DB,2011,7,4,0,0,1,0,0,0,0
"Ngakoue, Yannick",DE,2016,16,22,8,0,2,1,0,9,9
"Wright, Scooby",ILB,2016,3,2,0,0,0,0,0,0,0
"Wright, Scooby",ILB,2016,0,0,0,0,0,0,0,0,0
"Moore, Rahim",DB,2015,7,16,0,0,2,1,0,17,17
"Moore, Rahim",DB,2014,16,49,0,0,5,4,0,36,19
"Moore, Rahim",DB,2013,10,44,0,0,6,2,0,18,18
"Moore, Rahim",DB,2012,16,72,1,0,7,1,0,23,23
"Moore, Rahim",DB,2011,15,31,0,0,2,1,0,18,18
"Aguayo, Roberto",K,2016,16,1,0,0,0,0,0,0,0
"Hewitt, Ryan",TE,2016,16,3,0,0,0,0,0,0,0
"Hewitt, Ryan",TE,2015,15,2,0,0,0,0,0,0,0
"Hewitt, Ryan",TE,2014,16,4,0,0,0,0,0,0,0
"Atkinson, George",RB,2016,16,3,0,0,0,0,0,0,0
"Atkinson, George",RB,2014,5,1,0,0,0,0,0,0,0
"Love, Kyle",DE,2016,10,16,1.5,0,0,0,0,0,0
"Love, Kyle",DE,2015,15,19,3,0,0,0,0,0,0
"Love, Kyle",DE,2014,0,0,0,0,0,0,0,0,0
"Love, Kyle",DE,2013,1,4,0,0,0,0,0,0,0
"Love, Kyle",DE,2013,1,0,0,0,0,0,0,0,0
"Love, Kyle",DE,2012,16,25,1.5,0,0,0,0,0,0
"Love, Kyle",DE,2011,16,33,3,0,0,0,0,0,0
"Love, Kyle",DE,2010,9,7,1,0,1,0,0,0,0
"Beasley, Vic",OLB,2016,16,39,15.5,0,2,0,0,0,0
"Beasley, Vic",OLB,2015,16,26,4,0,3,1,0,0,0
"Kuhn, John",FB,2016,16,1,0,0,0,0,0,0,0
"Kuhn, John",FB,2015,16,4,0,0,0,0,0,0,0
"Kuhn, John",FB,2014,16,1,0,0,0,0,0,0,0
"Kuhn, John",FB,2013,15,2,0,0,0,0,0,0,0
"Kuhn, John",FB,2012,14,2,0,0,0,0,0,0,0
"Kuhn, John",FB,2011,16,1,0,0,0,0,0,0,0
"Kuhn, John",FB,2010,16,4,0,0,0,0,0,0,0
"Kuhn, John",FB,2009,14,8,0,0,0,0,0,0,0
"Kuhn, John",FB,2008,16,8,0,0,0,0,0,0,0
"Kuhn, John",FB,2007,16,5,0,0,0,0,0,0,0
"Kuhn, John",FB,2006,9,4,0,0,0,0,0,0,0
"Brown, Zach",LB,2016,16,149,4,0,4,1,0,0,0
"Brown, Zach",LB,2015,16,77,0.5,0,3,2,0,45,45
"Brown, Zach",LB,2014,1,0,0,0,0,0,0,0,0
"Brown, Zach",LB,2013,16,91,4,0,5,1,0,3,3
"Brown, Zach",LB,2012,16,93,5.5,0,5,3,2,156,79T
"Thomas, Mike",WR,2016,15,6,0,0,0,0,0,0,0
"Wilson, Ramik",ILB,2016,11,76,0,0,3,1,0,6,6
"Wilson, Ramik",ILB,2015,10,20,0,0,0,0,0,0,0
"Ward, Jimmie",CB,2016,11,53,1,0,12,1,0,8,8
"Ward, Jimmie",CB,2015,16,57,1,0,6,1,1,29,29T
"Ward, Jimmie",CB,2014,8,20,0,0,2,0,0,0,0
"Davis, Thomas",OLB,2016,16,106,2.5,0,4,3,0,35,31
"Davis, Thomas",OLB,2015,16,105,5.5,0,7,4,0,22,22
"Davis, Thomas",OLB,2014,15,100,2.5,0,3,0,0,0,0
"Davis, Thomas",OLB,2013,16,123,4,0,7,2,0,-2,0
"Davis, Thomas",OLB,2012,15,105,0,0,3,1,0,0,0
"Davis, Thomas",OLB,2011,2,12,0,0,0,0,0,0,0
"Davis, Thomas",OLB,2009,7,61,1.5,0,5,2,0,24,24
"Davis, Thomas",OLB,2008,16,113,3.5,0,6,0,0,0,0
"Davis, Thomas",OLB,2007,16,88,3,0,5,1,0,0,0
"Davis, Thomas",OLB,2006,14,88,1.5,0,6,0,0,0,0
"Davis, Thomas",OLB,2005,16,38,1.5,0,0,0,0,0,0
"Robison, Brian",DE,2016,16,28,7.5,0,1,0,0,0,0
"Robison, Brian",DE,2015,16,34,5,0,3,0,0,0,0
"Robison, Brian",DE,2014,16,24,4.5,0,2,0,0,0,0
"Robison, Brian",DE,2013,16,37,9,0,3,0,0,0,0
"Robison, Brian",DE,2012,15,37,8.5,0,7,0,0,0,0
"Robison, Brian",DE,2011,16,44,8,0,1,0,0,0,0
"Robison, Brian",DE,2010,16,15,2,0,0,0,0,0,0
"Robison, Brian",DE,2009,16,10,4.5,0,0,0,0,0,0
"Robison, Brian",DE,2008,15,14,2.5,0,0,0,0,0,0
"Robison, Brian",DE,2007,16,26,4.5,0,0,0,0,0,0
"Drummond, Kurtis",FS,2015,9,14,0,0,0,0,0,0,0
"Lippett, Tony",CB,2016,16,67,0,0,10,4,0,0,0
"Lippett, Tony",CB,2015,9,13,0,0,1,0,0,0,0
"Maragos, Chris",FS,2016,16,11,0,0,0,0,0,0,0
"Maragos, Chris",FS,2015,15,18,0,0,0,0,0,0,0
"Maragos, Chris",FS,2014,16,13,0,0,0,0,0,0,0
"Maragos, Chris",FS,2013,16,12,0,0,0,0,0,0,0
"Maragos, Chris",FS,2012,16,11,0,0,0,0,0,0,0
"Maragos, Chris",FS,2011,11,12,0,0,0,0,0,0,0
"Maragos, Chris",FS,2010,3,2,0,0,0,0,0,0,0
"Ihedigbo, James",SS,2016,4,16,0,0,1,0,0,0,0
"Ihedigbo, James",SS,2015,15,63,1,0,2,1,0,0,0
"Ihedigbo, James",SS,2014,13,71,2,0,8,4,0,86,70
"Ihedigbo, James",SS,2013,16,101,0,0,11,3,0,54,37
"Ihedigbo, James",SS,2012,16,25,1,0,1,0,0,0,0
"Ihedigbo, James",SS,2011,16,69,0,0,1,0,0,0,0
"Ihedigbo, James",SS,2010,14,22,3,0,0,0,0,0,0
"Ihedigbo, James",SS,2009,15,19,2,0,0,0,0,0,0
"Ihedigbo, James",SS,2008,8,8,0,0,0,0,0,0,0
"Tucker, Justin",K,2016,16,0,0,0,0,0,0,0,0
"Tucker, Justin",K,2015,16,1,0,0,0,0,0,0,0
"Tucker, Justin",K,2014,16,0,0,0,0,0,0,0,0
"Tucker, Justin",K,2013,16,0,0,0,0,0,0,0,0
"Tucker, Justin",K,2012,16,1,0,0,0,0,0,0,0
"Breeland, Bashaud",CB,2016,14,73,1,0,11,3,0,32,26
"Breeland, Bashaud",CB,2015,15,81,0,0,16,2,0,56,28
"Breeland, Bashaud",CB,2014,16,66,0,0,14,2,0,0,0
"Durant, Justin",LB,2016,13,37,1,0,3,0,0,0,0
"Durant, Justin",LB,2015,13,82,0,0,3,0,0,0,0
"Durant, Justin",LB,2014,6,49,0,0,4,1,0,1,1
"Durant, Justin",LB,2013,10,24,0,0,1,0,0,0,0
"Durant, Justin",LB,2012,16,103,0.5,0,3,0,0,0,0
"Durant, Justin",LB,2011,13,68,1,0,1,0,0,0,0
"Durant, Justin",LB,2010,10,55,0,0,2,0,0,0,0
"Durant, Justin",LB,2009,13,98,1,0,2,1,0,27,27
"Durant, Justin",LB,2008,14,70,0,0,5,0,0,0,0
"Durant, Justin",LB,2007,13,49,1,0,2,1,0,2,2
"Slater, Matthew",WR,2016,13,6,0,0,0,0,0,0,0
"Slater, Matthew",WR,2015,16,17,0,0,0,0,0,0,0
"Slater, Matthew",WR,2014,16,16,0,0,0,0,0,0,0
"Slater, Matthew",WR,2013,12,11,0,0,0,0,0,0,0
"Slater, Matthew",WR,2012,16,19,0,0,0,0,0,0,0
"Slater, Matthew",WR,2011,16,24,0,0,0,0,0,0,0
"Slater, Matthew",WR,2010,15,16,0,0,0,0,0,0,0
"Slater, Matthew",WR,2009,14,6,0,0,0,0,0,0,0
"Slater, Matthew",WR,2008,14,12,0,0,0,0,0,0,0
"Burris, Juston",CB,2016,16,16,0,0,5,1,0,0,0
"Flacco, Joe",QB,2016,16,2,0,0,0,0,0,0,0
"Flacco, Joe",QB,2015,10,0,0,0,0,0,0,0,0
"Flacco, Joe",QB,2014,16,1,0,0,0,0,0,0,0
"Flacco, Joe",QB,2013,16,1,0,0,0,0,0,0,0
"Flacco, Joe",QB,2012,16,0,0,0,0,0,0,0,0
"Flacco, Joe",QB,2011,16,2,0,0,0,0,0,0,0
"Flacco, Joe",QB,2010,16,1,0,0,0,0,0,0,0
"Flacco, Joe",QB,2009,16,2,0,0,0,0,0,0,0
"Flacco, Joe",QB,2008,16,0,0,0,0,0,0,0,0
"Celek, Brent",TE,2016,16,0,0,0,0,0,0,0,0
"Celek, Brent",TE,2015,16,3,0,0,0,0,0,0,0
"Celek, Brent",TE,2014,16,2,0,0,0,0,0,0,0
"Celek, Brent",TE,2013,16,1,0,0,0,0,0,0,0
"Celek, Brent",TE,2012,15,0,0,0,0,0,0,0,0
"Celek, Brent",TE,2011,16,2,0,0,0,0,0,0,0
"Celek, Brent",TE,2010,16,0,0,0,0,0,0,0,0
"Celek, Brent",TE,2009,16,1,0,0,0,0,0,0,0
"Celek, Brent",TE,2008,16,0,0,0,0,0,0,0,0
"Celek, Brent",TE,2007,16,4,0,0,0,0,0,0,0
"Allen, Beau",DT,2016,16,29,0.5,0,0,0,0,0,0
"Allen, Beau",DT,2015,16,28,0,0,2,0,0,0,0
"Allen, Beau",DT,2014,16,10,0.5,0,0,0,0,0,0
"Jefferson, Tony",SS,2016,15,96,2,0,5,0,0,0,0
"Jefferson, Tony",SS,2015,16,78,2,0,5,2,1,26,26T
"Jefferson, Tony",SS,2014,16,79,1,0,1,0,0,0,0
"Jefferson, Tony",SS,2013,16,24,0,0,0,0,0,0,0
"Hill, Josh",TE,2016,9,4,0,0,0,0,0,0,0
"Hill, Josh",TE,2015,16,4,0,0,0,0,0,0,0
"Hill, Josh",TE,2014,16,11,0,0,0,0,0,0,0
"Hill, Josh",TE,2013,14,1,0,0,0,0,0,0,0
"Powell, Ronald",LB,2016,0,0,0,0,0,0,0,0,0
"Powell, Ronald",LB,2014,14,2,0,0,0,0,0,0,0
"DeValve, Seth",TE,2016,12,2,0,0,0,0,0,0,0
"Bell, Blake",TE,2016,13,6,0,0,0,0,0,0,0
"Bell, Blake",TE,2015,14,0,0,0,0,0,0,0,0
"Mayle, Vince",WR,2016,0,0,0,0,0,0,0,0,0
"Mayle, Vince",WR,2016,6,2,0,0,0,0,0,0,0
"Mayle, Vince",WR,2015,1,0,0,0,0,0,0,0,0
"Ellington, Bruce",WR,2015,13,1,0,0,1,0,0,0,0
"Ellington, Bruce",WR,2014,13,1,0,0,0,0,0,0,0
"Lynch, Aaron",OLB,2016,7,13,1.5,0,0,0,0,0,0
"Lynch, Aaron",OLB,2015,14,38,6.5,0,3,0,0,0,0
"Lynch, Aaron",OLB,2014,16,23,6,0,4,0,0,0,0
"Hester, Devin",WR,2016,12,1,0,0,0,0,0,0,0
"Hester, Devin",WR,2015,5,0,0,0,0,0,0,0,0
"Hester, Devin",WR,2014,16,1,0,0,0,0,0,0,0
"Hester, Devin",WR,2013,16,0,0,0,0,0,0,0,0
"Hester, Devin",WR,2012,15,2,0,0,0,0,0,0,0
"Hester, Devin",WR,2011,16,0,0,0,0,0,0,0,0
"Hester, Devin",WR,2010,16,1,0,0,0,0,0,0,0
"Hester, Devin",WR,2009,13,0,0,0,0,0,0,0,0
"Hester, Devin",WR,2008,15,2,0,0,0,0,0,0,0
"Hester, Devin",WR,2007,16,2,0,0,0,0,0,0,0
"Hester, Devin",WR,2006,16,9,0,0,0,0,0,0,0
"Mitchell, Terrance",DB,2016,7,19,0,0,6,0,0,0,0
"Mitchell, Terrance",DB,2015,3,12,1,0,2,1,0,-2,-2
"Mitchell, Terrance",DB,2015,5,1,0,0,1,0,0,0,0
"Mitchell, Terrance",DB,2014,0,0,0,0,0,0,0,0,0
"Robinson, Demarcus",WR,2016,16,4,0,0,0,0,0,0,0
"Gano, Graham",K,2016,16,4,0,0,0,0,0,0,0
"Gano, Graham",K,2015,16,3,0,0,0,0,0,0,0
"Gano, Graham",K,2014,16,0,0,0,0,0,0,0,0
"Gano, Graham",K,2013,16,0,0,0,0,0,0,0,0
"Gano, Graham",K,2012,6,0,0,0,0,0,0,0,0
"Gano, Graham",K,2011,16,4,0,0,0,0,0,0,0
"Gano, Graham",K,2010,16,3,0,0,0,0,0,0,0
"Gano, Graham",K,2009,4,0,0,0,0,0,0,0,0
"Bennett, Michael",DT,2015,13,10,0.5,0,0,0,0,0,0
"Unrein, Mitch",DE,2016,13,26,1,0,0,0,0,0,0
"Unrein, Mitch",DE,2015,14,18,1,0,0,0,0,0,0
"Unrein, Mitch",DE,2015,2,1,0,0,0,0,0,0,0
"Unrein, Mitch",DE,2014,8,1,0,0,0,0,0,0,0
"Unrein, Mitch",DE,2013,16,20,0,0,0,0,0,0,0
"Unrein, Mitch",DE,2012,16,20,0,0,0,0,0,0,0
"Unrein, Mitch",DE,2011,14,8,0,0,0,0,0,0,0
"Vernon, Olivier",DE,2016,16,63,8.5,0,0,0,0,0,0
"Vernon, Olivier",DE,2015,16,61,7.5,0,0,0,0,0,0
"Vernon, Olivier",DE,2014,16,46,6.5,0,0,0,0,0,0
"Vernon, Olivier",DE,2013,16,57,11.5,0,0,0,0,0,0
"Vernon, Olivier",DE,2012,16,32,3.5,0,0,0,0,0,0
"Means, Steven",DE,2016,8,3,1,0,0,0,0,0,0
"Means, Steven",DE,2015,0,0,0,0,0,0,0,0,0
"Means, Steven",DE,2014,0,0,0,0,0,0,0,0,0
"Means, Steven",DE,2014,1,1,0,0,0,0,0,0,0
"Means, Steven",DE,2013,10,5,0,0,0,0,0,0,0
"Hall, Leon",DB,2016,12,31,2,0,2,1,0,29,29
"Hall, Leon",DB,2015,14,55,0,0,9,2,1,19,19T
"Hall, Leon",DB,2014,15,67,0,0,8,1,0,-3,-3
"Hall, Leon",DB,2013,5,20,0,0,5,1,0,0,0
"Hall, Leon",DB,2012,14,38,0,0,11,2,1,61,44
"Hall, Leon",DB,2011,9,32,0,0,7,2,0,15,15
"Hall, Leon",DB,2010,16,44,0,0,11,4,0,19,22
"Hall, Leon",DB,2009,16,71,0,0,24,6,0,47,26
"Hall, Leon",DB,2008,16,75,0,0,24,3,1,87,50T
"Hall, Leon",DB,2007,16,68,0,0,12,5,0,16,12
"Walker, Vance",DE,2015,15,33,2,0,0,0,0,0,0
"Walker, Vance",DE,2014,16,19,2,0,0,0,0,0,0
"Walker, Vance",DE,2013,15,40,3,0,0,0,0,0,0
"Walker, Vance",DE,2012,16,32,3,0,0,0,0,0,0
"Walker, Vance",DE,2011,16,18,2,0,0,0,0,0,0
"Walker, Vance",DE,2010,16,16,0,0,0,0,0,0,0
"Walker, Vance",DE,2009,10,13,0,0,2,0,0,0,0
"Heyward-Bey, Darrius",WR,2016,10,4,0,0,0,0,0,0,0
"Heyward-Bey, Darrius",WR,2015,16,6,0,0,0,0,0,0,0
"Heyward-Bey, Darrius",WR,2014,16,7,0,0,0,0,0,0,0
"Heyward-Bey, Darrius",WR,2013,16,2,0,0,0,0,0,0,0
"Heyward-Bey, Darrius",WR,2012,15,2,0,0,0,0,0,0,0
"Heyward-Bey, Darrius",WR,2011,15,2,0,0,0,0,0,0,0
"Heyward-Bey, Darrius",WR,2010,15,2,0,0,0,0,0,0,0
"Heyward-Bey, Darrius",WR,2009,11,0,0,0,0,0,0,0,0
"Fruechte, Isaac",WR,2016,1,1,0,0,0,0,0,0,0
"Scruggs, Greg",TE,2016,0,0,0,0,0,0,0,0,0
"Scruggs, Greg",TE,2016,3,0,0,0,0,0,0,0,0
"Scruggs, Greg",TE,2015,1,3,1,0,0,0,0,0,0
"Scruggs, Greg",TE,2014,3,2,0,0,0,0,0,0,0
"Scruggs, Greg",TE,2012,11,6,2,0,1,0,0,0,0
"Fejedelem, Clayton",SAF,2016,16,10,0,0,0,0,0,0,0
"Hankins, Johnathan",DT,2016,16,43,3,0,0,0,0,0,0
"Hankins, Johnathan",DT,2015,9,30,0,0,1,0,0,0,0
"Hankins, Johnathan",DT,2014,16,51,7,0,3,0,0,0,0
"Hankins, Johnathan",DT,2013,11,16,0,0,0,0,0,0,0
"Pierce, Bernard",RB,2015,7,1,0,0,0,0,0,0,0
"Pierce, Bernard",RB,2014,13,1,0,0,0,0,0,0,0
"Pierce, Bernard",RB,2013,16,1,0,0,0,0,0,0,0
"Pierce, Bernard",RB,2012,16,0,0,0,0,0,0,0,0
"Taylor, Devin",DE,2016,16,28,4.5,1,1,0,0,0,0
"Taylor, Devin",DE,2015,15,35,7,0,1,0,0,0,0
"Taylor, Devin",DE,2014,16,15,1,0,0,0,0,0,0
"Taylor, Devin",DE,2013,14,14,2.5,0,1,0,0,0,0
"Trail, Lynden",LB,2016,2,2,0,0,1,0,0,0,0
"Alexander, Kwon",MLB,2016,16,145,3,0,7,1,1,38,38T
"Alexander, Kwon",MLB,2015,12,93,3,0,9,2,0,15,15
"Kilgo, Darius",NT,2016,0,0,0,0,0,0,0,0,0
"Kilgo, Darius",NT,2016,9,5,0,0,0,0,0,0,0
"Kilgo, Darius",NT,2015,9,6,0,0,1,0,0,0,0
"McManis, Sherrick",CB,2016,16,16,0,0,0,0,0,0,0
"McManis, Sherrick",CB,2015,16,29,0,0,0,0,0,0,0
"McManis, Sherrick",CB,2014,12,12,0,0,0,0,0,0,0
"McManis, Sherrick",CB,2013,15,10,0,0,1,0,0,0,0
"McManis, Sherrick",CB,2012,12,7,0,0,0,0,0,0,0
"McManis, Sherrick",CB,2011,9,5,0,0,0,0,0,0,0
"McManis, Sherrick",CB,2010,14,13,0,0,1,1,0,1,1
"Ducre, Greg",DB,2015,4,8,0,0,1,0,0,0,0
"Ducre, Greg",DB,2014,0,0,0,0,0,0,0,0,0
"Ducre, Greg",DB,2014,5,2,0,0,1,1,0,7,7
"Timmons, Lawrence",LB,2016,16,114,2.5,0,5,2,0,74,58
"Timmons, Lawrence",LB,2015,16,119,5,0,6,1,0,0,0
"Timmons, Lawrence",LB,2014,16,132,2,0,1,0,0,0,0
"Timmons, Lawrence",LB,2013,16,126,3,0,5,2,0,26,23
"Timmons, Lawrence",LB,2012,16,106,6,0,5,3,1,80,53T
"Timmons, Lawrence",LB,2011,16,93,2,0,5,1,0,0,0
"Timmons, Lawrence",LB,2010,16,135,3,0,9,2,0,5,5
"Timmons, Lawrence",LB,2009,14,78,7,0,4,0,0,0,0
"Timmons, Lawrence",LB,2008,16,65,5,0,3,1,0,89,89
"Timmons, Lawrence",LB,2007,16,13,0,0,0,0,0,0,0
"Hightower, Tim",RB,2016,16,0,0,0,0,0,0,0,0
"Hightower, Tim",RB,2015,8,2,0,0,0,0,0,0,0
"Hightower, Tim",RB,2011,5,3,0,0,0,0,0,0,0
"Hightower, Tim",RB,2010,16,2,0,0,0,0,0,0,0
"Hightower, Tim",RB,2009,16,3,0,0,0,0,0,0,0
"Hightower, Tim",RB,2008,16,4,0,0,0,0,0,0,0
"Ihenacho, Duke",DB,2016,15,66,0,0,2,0,0,0,0
"Ihenacho, Duke",DB,2015,1,3,0,0,0,0,0,0,0
"Ihenacho, Duke",DB,2014,3,1,0,0,0,0,0,0,0
"Ihenacho, Duke",DB,2013,15,73,0,0,6,0,0,0,0
"Ihenacho, Duke",DB,2012,2,1,0,0,0,0,0,0,0
"Thornton, Cedric",DT,2016,13,22,1.5,0,1,0,0,0,0
"Thornton, Cedric",DT,2015,13,33,1,0,1,0,0,0,0
"Thornton, Cedric",DT,2014,16,51,1,0,2,0,0,0,0
"Thornton, Cedric",DT,2013,16,60,1,1,2,0,0,0,0
"Thornton, Cedric",DT,2012,16,27,1,0,0,0,0,0,0
"Thornton, Cedric",DT,2011,0,0,0,0,0,0,0,0,0
"Dickson, Ed",TE,2016,16,5,0,0,0,0,0,0,0
"Dickson, Ed",TE,2015,16,4,0,0,0,0,0,0,0
"Dickson, Ed",TE,2014,16,1,0,0,0,0,0,0,0
"Dickson, Ed",TE,2013,16,4,0,0,0,0,0,0,0
"Dickson, Ed",TE,2012,13,1,0,0,0,0,0,0,0
"Dickson, Ed",TE,2011,16,1,0,0,0,0,0,0,0
"Dickson, Ed",TE,2010,15,4,0,0,0,0,0,0,0
"Brown, Mack",RB,2016,9,2,0,0,0,0,0,0,0
"Young, Tavon",CB,2016,16,53,0,0,8,2,0,22,16
"Ellison, Rhett",TE,2016,15,0,0,0,0,0,0,0,0
"Ellison, Rhett",TE,2015,15,2,0,0,0,0,0,0,0
"Ellison, Rhett",TE,2014,16,3,0,0,0,0,0,0,0
"Ellison, Rhett",TE,2013,11,1,0,0,0,0,0,0,0
"Ellison, Rhett",TE,2012,16,9,0,0,0,0,0,0,0
"Palmer, Carson",QB,2016,15,0,0,0,0,0,0,0,0
"Palmer, Carson",QB,2015,16,2,0,0,0,0,0,0,0
"Palmer, Carson",QB,2014,6,2,0,0,0,0,0,0,0
"Palmer, Carson",QB,2013,16,2,0,0,0,0,0,0,0
"Palmer, Carson",QB,2012,15,2,0,0,0,0,0,0,0
"Palmer, Carson",QB,2011,10,1,0,0,0,0,0,0,0
"Palmer, Carson",QB,2010,16,3,0,0,0,0,0,0,0
"Palmer, Carson",QB,2009,16,2,0,0,0,0,0,0,0
"Palmer, Carson",QB,2008,4,1,0,0,0,0,0,0,0
"Palmer, Carson",QB,2007,16,1,0,0,0,0,0,0,0
"Palmer, Carson",QB,2006,16,3,0,0,0,0,0,0,0
"Palmer, Carson",QB,2005,16,1,0,0,0,0,0,0,0
"Palmer, Carson",QB,2004,13,1,0,0,0,0,0,0,0
"Palmer, Carson",QB,2003,0,0,0,0,0,0,0,0,0
"Peko, Kyle",NT,2016,1,2,0,0,0,0,0,0,0
"Lutz, Wil",K,2016,16,1,0,0,0,0,0,0,0
"Rucker, Frostee",DE,2016,13,13,0,0,1,0,0,0,0
"Rucker, Frostee",DE,2015,13,28,3,1,0,0,0,0,0
"Rucker, Frostee",DE,2014,15,24,5,0,1,0,0,0,0
"Rucker, Frostee",DE,2013,16,11,1,0,0,0,0,0,0
"Rucker, Frostee",DE,2012,16,48,4,0,1,0,0,0,0
"Rucker, Frostee",DE,2011,16,44,4,0,2,0,0,0,0
"Rucker, Frostee",DE,2010,9,17,1,0,1,0,0,0,0
"Rucker, Frostee",DE,2009,12,13,1,0,2,1,0,26,26
"Rucker, Frostee",DE,2008,11,24,1,0,1,0,0,0,0
"Rucker, Frostee",DE,2007,5,7,0,0,0,0,0,0,0
"Rucker, Frostee",DE,2006,0,0,0,0,0,0,0,0,0
"Tye, Will",TE,2016,16,3,0,0,0,0,0,0,0
"Tye, Will",TE,2015,13,1,0,0,0,0,0,0,0
"Ellis, Justin",DT,2016,16,21,0,0,0,0,0,0,0
"Ellis, Justin",DT,2015,12,22,0,0,1,0,0,0,0
"Ellis, Justin",DT,2014,16,21,0,0,1,0,0,0,0
"Scarlett, Brennan",LB,2016,7,13,0,0,0,0,0,0,0
"Luck, Andrew",QB,2016,15,1,0,0,0,0,0,0,0
"Luck, Andrew",QB,2015,7,3,0,0,0,0,0,0,0
"Luck, Andrew",QB,2014,16,3,0,0,0,0,0,0,0
"Luck, Andrew",QB,2013,16,2,0,0,0,0,0,0,0
"Luck, Andrew",QB,2012,16,3,0,0,0,0,0,0,0
"Branch, Tyvon",DB,2016,6,28,0,0,4,0,0,0,0
"Branch, Tyvon",DB,2015,16,43,1,0,5,1,1,38,38T
"Branch, Tyvon",DB,2014,3,30,1,0,1,0,0,0,0
"Branch, Tyvon",DB,2013,2,5,1,0,0,0,0,0,0
"Branch, Tyvon",DB,2012,14,94,0,0,3,1,0,11,11
"Branch, Tyvon",DB,2011,16,109,1,0,4,1,0,0,0
"Branch, Tyvon",DB,2010,16,104,4,0,3,1,0,15,15
"Branch, Tyvon",DB,2009,16,124,1,0,8,0,0,0,0
"Branch, Tyvon",DB,2008,8,10,0,0,1,1,0,36,36
"Maxey, Johnny",DT,2016,2,1,0,0,0,0,0,0,0
"Nixon, Taurean",DB,2016,2,1,0,0,0,0,0,0,0
"Thomas, J.T.",OLB,2016,1,0,0,0,0,0,0,0,0
"Thomas, J.T.",OLB,2015,12,46,0,0,0,0,0,0,0
"Thomas, J.T.",OLB,2014,16,84,0,0,5,2,0,10,10
"Thomas, J.T.",OLB,2013,15,23,0,1,0,0,0,0,0
"Thomas, J.T.",OLB,2012,16,5,0,0,0,0,0,0,0
"Koch, Sam",P,2016,16,1,0,0,0,0,0,0,0
"Koch, Sam",P,2015,16,1,0,0,0,0,0,0,0
"Koch, Sam",P,2014,16,0,0,0,0,0,0,0,0
"Koch, Sam",P,2013,16,1,0,0,0,0,0,0,0
"Koch, Sam",P,2012,16,3,0,0,0,0,0,0,0
"Koch, Sam",P,2011,16,1,0,0,0,0,0,0,0
"Koch, Sam",P,2010,16,1,0,0,0,0,0,0,0
