name,position,season,games_played,total_tackles,sacks,safties,passes_defended,interceptions,ints_for_tds,int_yards,longest_int_return
"Jennings, Rashad",RB,2014,11,1,0,0,0,0,0,0,0
"Jennings, Rashad",RB,2013,15,4,0,0,0,0,0,0,0
"Jennings, Rashad",RB,2012,10,1,0,0,0,0,0,0,0
"Jennings, Rashad",RB,2010,13,0,0,0,0,0,0,0,0
"Jennings, Rashad",RB,2009,15,0,0,0,0,0,0,0,0
"Wallace, Aaron",OLB,2016,10,14,1,0,0,0,0,0,0
"Gragg, Chris",TE,2015,13,1,0,0,0,0,0,0,0
"Gragg, Chris",TE,2014,10,0,0,0,0,0,0,0,0
"Gragg, Chris",TE,2013,9,0,0,0,0,0,0,0,0
"Jones, Don",DB,2016,9,11,0,0,0,0,0,0,0
"Jones, Don",DB,2016,4,1,0,0,0,0,0,0,0
"Jones, Don",DB,2015,9,5,0,0,0,0,0,0,0
"Jones, Don",DB,2015,5,1,0,0,0,0,0,0,0
"Jones, Don",DB,2014,4,5,0,0,0,0,0,0,0
"Jones, Don",DB,2014,9,6,0,0,0,0,0,0,0
"Jones, Don",DB,2013,16,10,0,0,0,0,0,0,0
"Ward, Terron",RB,2016,5,1,0,0,0,0,0,0,0
"Ward, Terron",RB,2015,13,0,0,0,0,0,0,0,0
"Kindred, Derrick",SS,2016,12,46,0,0,5,0,0,0,0
"Ridgeway, Hassan",DT,2016,16,21,1.5,0,1,0,0,0,0
"Garvin, Terence",LB,2016,16,16,0.5,0,0,0,0,0,0
"Garvin, Terence",LB,2015,12,9,0,0,0,0,0,0,0
"Garvin, Terence",LB,2014,16,16,0,0,0,0,0,0,0
"Garvin, Terence",LB,2013,15,11,0,0,0,0,0,0,0
"Wilson, Russell",QB,2016,16,1,0,0,0,0,0,0,0
"Wilson, Russell",QB,2015,16,5,0,0,0,0,0,0,0
"Wilson, Russell",QB,2014,16,1,0,0,0,0,0,0,0
"Wilson, Russell",QB,2013,16,2,0,0,0,0,0,0,0
"Wilson, Russell",QB,2012,16,1,0,0,0,0,0,0,0
"Bersin, Brenton",WR,2016,10,0,0,0,0,0,0,0,0
"Bersin, Brenton",WR,2015,9,1,0,0,0,0,0,0,0
"Bersin, Brenton",WR,2014,15,0,0,0,0,0,0,0,0
"McCullers-Sanders, Dan",NT,2016,16,17,1,0,1,0,0,0,0
"McCullers-Sanders, Dan",NT,2015,12,8,0.5,0,0,0,0,0,0
"McCullers-Sanders, Dan",NT,2014,9,2,0,0,0,0,0,0,0
"Wilson, Kyle",DB,2015,15,27,0,0,4,1,0,20,20
"Wilson, Kyle",DB,2014,16,26,1,0,1,0,0,0,0
"Wilson, Kyle",DB,2013,16,26,0,0,1,0,0,0,0
"Wilson, Kyle",DB,2012,16,48,0,0,4,1,0,5,5
"Wilson, Kyle",DB,2011,16,41,0,0,6,2,0,13,10
"Wilson, Kyle",DB,2010,16,21,0,0,5,0,0,0,0
"Williams, Maxx",TE,2016,4,1,0,0,0,0,0,0,0
"Williams, Maxx",TE,2015,14,1,0,0,0,0,0,0,0
"Richard, Jalen",RB,2016,16,1,0,0,0,0,0,0,0
"Carey, Ka'Deem",RB,2016,12,0,0,0,0,0,0,0,0
"Carey, Ka'Deem",RB,2015,11,1,0,0,0,0,0,0,0
"Carey, Ka'Deem",RB,2014,14,0,0,0,0,0,0,0,0
"Williams, DeShawn",DT,2016,4,2,0.5,0,0,0,0,0,0
"Reed, Trovon",CB,2016,6,14,0,0,3,2,0,6,3
"James, Cory",MLB,2016,16,48,0,0,0,0,0,0,0
"Fuller, Kyle",CB,2016,0,0,0,0,0,0,0,0,0
"Fuller, Kyle",CB,2015,16,55,0,0,9,2,0,24,15
"Fuller, Kyle",CB,2014,16,64,0,0,10,4,0,81,31
"Crichton, Scott",DE,2015,13,8,0,0,0,0,0,0,0
"Crichton, Scott",DE,2014,8,2,0,0,0,0,0,0,0
"Brown, Antonio",WR,2016,15,2,0,0,0,0,0,0,0
"Brown, Antonio",WR,2015,16,5,0,0,0,0,0,0,0
"Brown, Antonio",WR,2014,16,2,0,0,0,0,0,0,0
"Brown, Antonio",WR,2013,16,2,0,0,0,0,0,0,0
"Brown, Antonio",WR,2012,13,3,0,0,0,0,0,0,0
"Brown, Antonio",WR,2011,16,3,0,0,0,0,0,0,0
"Brown, Antonio",WR,2010,9,3,0,0,0,0,0,0,0
"Olsen, Greg",TE,2016,16,2,0,0,0,0,0,0,0
"Olsen, Greg",TE,2015,16,3,0,0,0,0,0,0,0
"Olsen, Greg",TE,2014,16,1,0,0,0,0,0,0,0
"Olsen, Greg",TE,2013,16,0,0,0,0,0,0,0,0
"Olsen, Greg",TE,2012,16,2,0,0,0,0,0,0,0
"Olsen, Greg",TE,2011,16,2,0,0,0,0,0,0,0
"Olsen, Greg",TE,2010,16,3,0,0,0,0,0,0,0
"Olsen, Greg",TE,2009,16,1,0,0,0,0,0,0,0
"Olsen, Greg",TE,2008,16,2,0,0,0,0,0,0,0
"Olsen, Greg",TE,2007,14,1,0,0,0,0,0,0,0
"Martin, Gabe",LB,2016,8,4,0,0,0,0,0,0,0
"Peters, Brian",LB,2016,12,11,0,0,0,0,0,0,0
"Peters, Brian",LB,2015,12,17,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2016,15,1,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2015,9,1,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2014,15,2,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2013,16,1,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2012,11,1,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2011,15,6,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2010,14,1,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2009,15,2,0,0,0,0,0,0,0
"Jackson, DeSean",WR,2008,16,2,0,0,0,0,0,0,0
"Heeney, Ben",MLB,2016,4,15,0,0,0,0,0,0,0
"Heeney, Ben",MLB,2015,15,38,2.5,0,1,0,0,0,0
"Butler, Darius",FS,2016,12,33,0,0,7,3,0,19,19
"Butler, Darius",FS,2015,14,50,0,0,4,1,0,0,0
"Butler, Darius",FS,2014,14,46,0,0,8,0,0,0,0
"Butler, Darius",FS,2013,16,54,0,0,15,4,1,79,41T
"Butler, Darius",FS,2012,11,31,0,0,7,4,2,101,51
"Butler, Darius",FS,2011,13,32,0,0,7,0,0,0,0
"Butler, Darius",FS,2010,15,23,0,0,6,0,0,0,0
"Butler, Darius",FS,2009,14,35,0,0,8,3,1,91,91T
"Williams, Nick",WR,2016,2,0,0,0,0,0,0,0,0
"Williams, Nick",WR,2015,14,1,0,0,0,0,0,0,0
"Williams, Nick",WR,2013,5,2,0,0,0,0,0,0,0
"Fuller, Will",WR,2016,14,4,0,0,0,0,0,0,0
"Reynolds, Chase",RB,2016,16,11,0,0,0,0,0,0,0
"Reynolds, Chase",RB,2015,12,3,0,0,0,0,0,0,0
"Reynolds, Chase",RB,2014,15,16,0,0,0,0,0,0,0
"Reynolds, Chase",RB,2013,16,6,0,0,0,0,0,0,0
"Johnson, Kevin",CB,2016,6,25,0,0,3,0,0,0,0
"Johnson, Kevin",CB,2015,16,54,0,0,9,1,0,22,22
"Carpenter, Dan",K,2016,16,1,0,0,0,0,0,0,0
"Carpenter, Dan",K,2015,16,1,0,0,0,0,0,0,0
"Carpenter, Dan",K,2014,16,0,0,0,0,0,0,0,0
"Carpenter, Dan",K,2013,16,1,0,0,0,0,0,0,0
"Carpenter, Dan",K,2012,14,2,0,0,0,0,0,0,0
"Carpenter, Dan",K,2011,14,4,0,0,0,0,0,0,0
"Carpenter, Dan",K,2010,16,2,0,0,0,0,0,0,0
"Carpenter, Dan",K,2009,16,2,0,0,0,0,0,0,0
"Carpenter, Dan",K,2008,16,3,0,0,0,0,0,0,0
"Banyard, Joe",RB,2016,1,0,0,0,0,0,0,0,0
"Banyard, Joe",RB,2015,5,4,0,0,0,0,0,0,0
"Banyard, Joe",RB,2014,15,2,0,0,0,0,0,0,0
"Banyard, Joe",RB,2013,3,1,0,0,0,0,0,0,0
"Crick, Jared",DE,2016,16,53,3,0,6,0,0,0,0
"Crick, Jared",DE,2015,16,48,2,0,2,0,0,0,0
"Crick, Jared",DE,2014,16,56,3.5,0,6,0,0,0,0
"Crick, Jared",DE,2013,16,20,0,0,3,0,0,0,0
"Crick, Jared",DE,2012,15,22,0,0,2,0,0,0,0
"Walden, Erik",OLB,2016,16,42,11,0,0,0,0,0,0
"Walden, Erik",OLB,2015,15,42,3,0,0,0,0,0,0
"Walden, Erik",OLB,2014,15,37,6,0,0,0,0,0,0
"Walden, Erik",OLB,2013,15,45,3,0,3,0,0,0,0
"Walden, Erik",OLB,2012,15,46,3,0,4,2,0,22,20
"Walden, Erik",OLB,2011,16,60,3,0,2,0,0,0,0
"Walden, Erik",OLB,2010,9,25,3,0,1,0,0,0,0
"Walden, Erik",OLB,2010,2,0,0,0,0,0,0,0,0
"Walden, Erik",OLB,2009,11,8,0,0,0,0,0,0,0
"Walden, Erik",OLB,2008,6,5,0,0,0,0,0,0,0
"Walden, Erik",OLB,2008,9,10,0,0,0,0,0,0,0
"Thompson, Juwan",RB,2016,8,1,0,0,0,0,0,0,0
"Thompson, Juwan",RB,2015,15,1,0,0,0,0,0,0,0
"Thompson, Juwan",RB,2014,15,0,0,0,0,0,0,0,0
"Barron, Mark",OLB,2016,16,118,1,0,8,2,0,8,7
"Barron, Mark",OLB,2015,16,116,1,0,5,0,0,0,0
"Barron, Mark",OLB,2014,9,23,3,0,1,0,0,0,0
"Barron, Mark",OLB,2014,7,49,0,0,3,0,0,0,0
"Barron, Mark",OLB,2013,14,88,2,0,6,2,0,3,3
"Barron, Mark",OLB,2012,16,88,0,0,10,1,0,12,12
"Edwards, Lavar",DE,2016,5,4,1,0,0,0,0,0,0
"Edwards, Lavar",DE,2016,5,7,1,0,1,0,0,0,0
"Edwards, Lavar",DE,2015,0,0,0,0,0,0,0,0,0
"Edwards, Lavar",DE,2015,1,0,0,0,0,0,0,0,0
"Edwards, Lavar",DE,2014,4,1,0,0,0,0,0,0,0
"Edwards, Lavar",DE,2013,7,9,0,0,1,0,0,0,0
"Brown, Sergio",DB,2016,8,5,0,0,0,0,0,0,0
"Brown, Sergio",DB,2015,15,38,1.5,0,2,0,0,0,0
"Brown, Sergio",DB,2014,15,33,1,0,6,0,0,0,0
"Brown, Sergio",DB,2013,14,9,0,0,0,0,0,0,0
"Brown, Sergio",DB,2012,16,11,0,0,1,0,0,0,0
"Brown, Sergio",DB,2011,15,37,0,0,1,1,0,2,2
"Brown, Sergio",DB,2010,11,11,0,0,0,0,0,0,0
"Carr, Derek",QB,2016,15,0,0,0,0,0,0,0,0
"Carr, Derek",QB,2015,16,1,0,0,0,0,0,0,0
"Carr, Derek",QB,2014,16,1,0,0,0,0,0,0,0
"Sterling, Neal",TE,2016,10,1,0,0,0,0,0,0,0
"Sterling, Neal",TE,2015,9,1,0,0,0,0,0,0,0
"Wynn, Kerry",DE,2016,14,12,0.5,0,0,0,0,0,0
"Wynn, Kerry",DE,2015,15,53,0,0,2,0,0,0,0
"Wynn, Kerry",DE,2014,5,17,1.5,0,1,1,0,7,7
"Ryan, Jake",ILB,2016,14,82,0,0,3,0,0,0,0
"Ryan, Jake",ILB,2015,14,50,0,0,0,0,0,0,0
"Matthews, Jordan",WR,2016,14,1,0,0,0,0,0,0,0
"Matthews, Jordan",WR,2015,16,1,0,0,0,0,0,0,0
"Matthews, Jordan",WR,2014,16,0,0,0,0,0,0,0,0
"Copeland, Brandon",OLB,2016,16,16,0,0,0,0,0,0,0
"Copeland, Brandon",OLB,2015,16,14,0.5,0,0,0,0,0,0
"Graham, Brandon",DE,2016,16,59,5.5,0,1,0,0,0,0
"Graham, Brandon",DE,2015,16,51,6.5,0,1,0,0,0,0
"Graham, Brandon",DE,2014,16,47,5.5,0,0,0,0,0,0
"Graham, Brandon",DE,2013,16,19,3,0,0,0,0,0,0
"Graham, Brandon",DE,2012,16,38,5.5,0,1,0,0,0,0
"Graham, Brandon",DE,2011,3,4,0,0,0,0,0,0,0
"Graham, Brandon",DE,2010,13,13,3,0,0,0,0,0,0
"Fowler, Bennie",WR,2016,13,6,0,0,0,0,0,0,0
"Fowler, Bennie",WR,2015,16,5,0,0,0,0,0,0,0
"Killebrew, Miles",SS,2016,16,28,0,0,1,1,0,7,7
"Harbor, Clay",TE,2016,12,2,0,0,0,0,0,0,0
"Harbor, Clay",TE,2016,3,0,0,0,0,0,0,0,0
"Harbor, Clay",TE,2015,15,3,0,0,0,0,0,0,0
"Harbor, Clay",TE,2014,13,3,0,0,0,0,0,0,0
"Harbor, Clay",TE,2013,16,3,0,0,0,0,0,0,0
"Harbor, Clay",TE,2012,14,2,0,0,0,0,0,0,0
"Harbor, Clay",TE,2011,16,1,0,0,0,0,0,0,0
"Harbor, Clay",TE,2010,9,0,0,0,0,0,0,0,0
"Addae, Jahleel",SS,2016,8,50,0,0,4,1,1,90,90T
"Addae, Jahleel",SS,2015,13,65,1,0,4,0,0,0,0
"Addae, Jahleel",SS,2014,11,48,1,0,0,0,0,0,0
"Addae, Jahleel",SS,2013,16,38,1,0,3,0,0,0,0
"Winn, George",RB,2016,0,0,0,0,0,0,0,0,0
"Winn, George",RB,2015,7,5,0,0,0,0,0,0,0
"Winn, George",RB,2014,12,3,0,0,0,0,0,0,0
"Atkins, Geno",DT,2016,16,32,9,0,0,0,0,0,0
"Atkins, Geno",DT,2015,16,42,11,0,0,0,0,0,0
"Atkins, Geno",DT,2014,16,34,3,1,1,0,0,0,0
"Atkins, Geno",DT,2013,9,20,6,0,0,0,0,0,0
"Atkins, Geno",DT,2012,16,53,12.5,0,2,0,0,0,0
"Atkins, Geno",DT,2011,16,47,7.5,0,2,0,0,0,0
"Atkins, Geno",DT,2010,16,16,3,0,1,0,0,0,0
"Levine, Anthony",CB,2016,16,11,0,0,1,0,0,0,0
"Levine, Anthony",CB,2015,16,7,0,0,0,0,0,0,0
"Levine, Anthony",CB,2014,16,29,0,0,3,0,0,0,0
"Levine, Anthony",CB,2013,16,11,0,0,0,0,0,0,0
"Levine, Anthony",CB,2012,2,1,0,0,0,0,0,0,0
"Lawrence, Demarcus",DE,2016,9,11,1,0,0,0,0,0,0
"Lawrence, Demarcus",DE,2015,16,55,8,0,0,0,0,0,0
"Lawrence, Demarcus",DE,2014,7,9,0,0,0,0,0,0,0
"McCain, Chris",LB,2016,2,1,0,0,0,0,0,0,0
"McCain, Chris",LB,2015,8,2,1,0,0,0,0,0,0
"McCain, Chris",LB,2014,10,5,1,0,0,0,0,0,0
"Smith, Alex",QB,2016,15,2,0,0,0,0,0,0,0
"Smith, Alex",QB,2015,16,2,0,0,0,0,0,0,0
"Smith, Alex",QB,2014,15,2,0,0,0,0,0,0,0
"Smith, Alex",QB,2013,15,1,0,0,0,0,0,0,0
"Smith, Alex",QB,2012,10,0,0,0,0,0,0,0,0
"Smith, Alex",QB,2011,16,1,0,0,0,0,0,0,0
"Smith, Alex",QB,2010,11,0,0,0,0,0,0,0,0
"Smith, Alex",QB,2009,11,1,0,0,0,0,0,0,0
"Smith, Alex",QB,2008,0,0,0,0,0,0,0,0,0
"Smith, Alex",QB,2007,7,1,0,0,0,0,0,0,0
"Smith, Alex",QB,2006,16,3,0,0,0,0,0,0,0
"Smith, Alex",QB,2005,9,0,0,0,0,0,0,0,0
"Williams, Tramon",CB,2016,12,36,0,0,5,1,0,0,0
"Williams, Tramon",CB,2015,15,69,0,0,10,1,0,2,2
"Williams, Tramon",CB,2014,16,70,0,0,13,3,0,2,2
"Williams, Tramon",CB,2013,16,83,2.5,0,11,3,0,10,10
"Williams, Tramon",CB,2012,16,61,0,0,16,2,0,38,38
"Williams, Tramon",CB,2011,15,64,0,0,22,4,1,92,43T
"Williams, Tramon",CB,2010,16,57,1,0,20,6,0,87,64
"Williams, Tramon",CB,2009,16,55,1,0,15,4,0,94,67
"Williams, Tramon",CB,2008,16,57,0,0,14,5,0,78,39
"Williams, Tramon",CB,2007,16,17,0,0,4,1,0,22,22
"Williams, Tramon",CB,2006,0,0,0,0,0,0,0,0,0
"Morgan, Mike",OLB,2016,9,12,0,0,1,1,0,14,14
"Morgan, Mike",OLB,2015,14,17,1,0,0,0,0,0,0
"Morgan, Mike",OLB,2014,16,10,0,0,0,0,0,0,0
"Morgan, Mike",OLB,2013,16,11,0,0,0,0,0,0,0
"Morgan, Mike",OLB,2012,16,19,0,0,0,0,0,0,0
"Morgan, Mike",OLB,2011,5,0,0,0,0,0,0,0,0
"Johnson, Isaiah",SAF,2016,3,1,0,0,0,0,0,0,0
"Johnson, Isaiah",SAF,2015,6,1,0,0,0,0,0,0,0
"Landry, Jarvis",WR,2016,16,3,0,0,0,0,0,0,0
"Landry, Jarvis",WR,2015,16,0,0,0,0,0,0,0,0
"Landry, Jarvis",WR,2014,16,4,0,0,0,0,0,0,0
"Mauldin, Lorenzo",OLB,2016,11,16,2.5,0,2,1,0,0,0
"Mauldin, Lorenzo",OLB,2015,15,17,4,0,0,0,0,0,0
"Parkey, Cody",K,2016,14,0,0,0,0,0,0,0,0
"Parkey, Cody",K,2015,3,0,0,0,0,0,0,0,0
"Parkey, Cody",K,2014,16,3,0,0,0,0,0,0,0
"Washington, Daryl",LB,2013,12,75,3,0,11,2,0,49,41
"Washington, Daryl",LB,2012,16,134,9,0,4,1,0,7,7
"Washington, Daryl",LB,2011,15,107,5,0,7,2,0,16,16
"Washington, Daryl",LB,2010,16,78,1,0,2,1,0,39,39
"Green-Beckham, Dorial",WR,2016,15,1,0,0,0,0,0,0,0
"Green-Beckham, Dorial",WR,2015,16,1,0,0,0,0,0,0,0
"McCray, L.J.",DB,2015,8,5,0,0,0,0,0,0,0
"McCray, L.J.",DB,2014,14,9,0,0,0,0,0,0,0
"Skinner, Deontae",LB,2016,4,5,0,0,0,0,0,0,0
"Skinner, Deontae",LB,2014,7,16,1,0,0,0,0,0,0
"Spence, Sean",LB,2016,15,54,3,0,3,0,0,0,0
"Spence, Sean",LB,2015,15,37,1,0,0,0,0,0,0
"Spence, Sean",LB,2014,16,53,1,0,0,0,0,0,0
"Smith, Preston",OLB,2016,16,38,4.5,0,3,1,0,22,22
"Smith, Preston",OLB,2015,16,35,8,0,4,0,0,0,0
"Roberts, Darryl",CB,2016,12,21,0,0,6,0,0,0,0
"Elliott, Javien",DB,2016,6,10,0,0,1,0,0,0,0
"Hooper, Austin",TE,2016,14,1,0,0,0,0,0,0,0
"Boykin, Brandon",DB,2015,16,25,1,0,5,1,0,1,1
"Boykin, Brandon",DB,2014,16,42,0,0,9,1,0,0,0
"Boykin, Brandon",DB,2013,16,47,0,0,16,6,1,136,76
"Boykin, Brandon",DB,2012,16,31,1,0,7,0,0,0,0
"DiMarco, Patrick",RB,2016,16,1,0,0,0,0,0,0,0
"DiMarco, Patrick",RB,2015,16,5,0,0,0,0,0,0,0
"DiMarco, Patrick",RB,2014,16,4,0,0,0,0,0,0,0
"DiMarco, Patrick",RB,2013,14,1,0,0,0,0,0,0,0
"DiMarco, Patrick",RB,2012,5,1,0,0,0,0,0,0,0
"David, Lavonte",OLB,2016,16,87,5,0,4,1,1,15,15T
"David, Lavonte",OLB,2015,16,147,3,0,13,3,1,19,20T
"David, Lavonte",OLB,2014,14,146,1,0,4,0,0,0,0
"David, Lavonte",OLB,2013,16,145,7,1,10,5,0,87,32
"David, Lavonte",OLB,2012,16,139,2,0,5,1,0,27,27
"Blackmon, Justin",WR,2013,4,1,0,0,0,0,0,0,0
"Blackmon, Justin",WR,2012,16,2,0,0,0,0,0,0,0
"Williams, Kyle",DE,2016,15,64,5,0,0,0,0,0,0
"Williams, Kyle",DE,2015,6,14,1,0,0,0,0,0,0
"Williams, Kyle",DE,2014,15,41,5.5,0,3,1,0,2,2
"Williams, Kyle",DE,2013,16,68,10.5,0,1,0,0,0,0
"Williams, Kyle",DE,2012,16,46,5,0,2,0,0,0,0
"Williams, Kyle",DE,2011,5,9,0,0,1,0,0,0,0
"Williams, Kyle",DE,2010,16,77,5.5,0,1,0,0,0,0
"Williams, Kyle",DE,2009,14,66,4,0,0,0,0,0,0
"Williams, Kyle",DE,2008,16,55,2,0,0,0,0,0,0
"Williams, Kyle",DE,2007,16,41,2,0,0,0,0,0,0
"Williams, Kyle",DE,2006,16,53,0,0,1,0,0,0,0
"Arrington, Kyle",CB,2015,15,28,0,0,3,0,0,0,0
"Arrington, Kyle",CB,2014,14,39,1,0,4,0,0,0,0
"Arrington, Kyle",CB,2013,16,62,2,0,13,1,0,5,5
"Arrington, Kyle",CB,2012,16,74,0,0,11,0,0,0,0
"Arrington, Kyle",CB,2011,16,88,0,0,15,7,0,92,28
"Arrington, Kyle",CB,2010,16,71,0,0,5,1,1,36,36T
"Arrington, Kyle",CB,2009,8,18,0,0,0,0,0,0,0
"Arrington, Kyle",CB,2009,1,0,0,0,0,0,0,0,0
"Britt, Kenny",WR,2016,15,1,0,0,0,0,0,0,0
"Britt, Kenny",WR,2015,16,2,0,0,0,0,0,0,0
"Britt, Kenny",WR,2014,16,1,0,0,0,0,0,0,0
"Britt, Kenny",WR,2013,12,1,0,0,0,0,0,0,0
"Britt, Kenny",WR,2012,14,4,0,0,0,0,0,0,0
"Britt, Kenny",WR,2011,3,1,0,0,0,0,0,0,0
"Britt, Kenny",WR,2010,12,2,0,0,0,0,0,0,0
"Britt, Kenny",WR,2009,16,0,0,0,0,0,0,0,0
"Nix-Jones, Roosevelt",FB,2016,10,7,0,0,0,0,0,0,0
"Nix-Jones, Roosevelt",FB,2015,15,9,0,0,0,0,0,0,0
"Waller, Darren",TE,2016,12,6,0,0,0,0,0,0,0
"Waller, Darren",TE,2015,6,3,0,0,0,0,0,0,0
"Banks, Johnthan",CB,2016,2,4,0,0,1,0,0,0,0
"Banks, Johnthan",CB,2016,2,2,0,0,0,0,0,0,0
"Banks, Johnthan",CB,2016,5,0,0,0,0,0,0,0,0
"Banks, Johnthan",CB,2015,14,25,0,0,1,0,0,0,0
"Banks, Johnthan",CB,2014,15,50,0,0,10,4,1,69,32
"Banks, Johnthan",CB,2013,16,55,0,0,5,3,0,33,18
"Dennard, Darqueze",CB,2016,15,47,0,0,1,0,0,0,0
"Dennard, Darqueze",CB,2015,10,20,0,0,3,1,0,10,10
"Dennard, Darqueze",CB,2014,14,17,1,0,1,0,0,0,0
"Ngata, Haloti",DT,2016,13,22,1.5,0,3,0,0,0,0
"Ngata, Haloti",DT,2015,14,24,2.5,0,3,0,0,0,0
"Ngata, Haloti",DT,2014,12,31,2,0,7,2,0,16,13
"Ngata, Haloti",DT,2013,15,52,1.5,0,3,0,0,0,0
"Ngata, Haloti",DT,2012,14,51,5,0,1,0,0,0,0
"Ngata, Haloti",DT,2011,16,64,5,0,5,0,0,0,0
"Ngata, Haloti",DT,2010,16,63,5.5,0,5,0,0,0,0
"Ngata, Haloti",DT,2009,14,35,1.5,0,1,0,0,0,0
"Ngata, Haloti",DT,2008,16,55,1,0,5,2,0,8,7
"Ngata, Haloti",DT,2007,16,63,3,0,2,0,0,0,0
"Ngata, Haloti",DT,2006,16,31,1,0,0,1,0,60,60
"Countess, Blake",CB,2016,5,20,1,0,0,0,0,0,0
"Richards, Jordan",SS,2016,11,3,0,0,0,0,0,0,0
"Richards, Jordan",SS,2015,14,20,0,0,2,0,0,0,0
"LeBlanc, Cre'von",CB,2016,13,44,0,0,10,2,1,24,24T
"Hargrave, Javon",NT,2016,15,27,2,0,0,0,0,0,0
"McFadden, Leon",DB,2016,9,8,0,0,0,0,0,0,0
"McFadden, Leon",DB,2015,2,1,0,0,0,0,0,0,0
"McFadden, Leon",DB,2014,7,6,0,0,1,0,0,0,0
"McFadden, Leon",DB,2014,0,0,0,0,0,0,0,0,0
"McFadden, Leon",DB,2013,16,19,0,0,1,0,0,0,0
"Edwards, Lac",P,2016,16,1,0,0,0,0,0,0,0
"Gooden, Zaviar",LB,2016,7,4,0,0,0,0,0,0,0
"Gooden, Zaviar",LB,2016,1,3,0,0,0,0,0,0,0
"Gooden, Zaviar",LB,2014,15,24,0,0,0,0,0,0,0
"Gooden, Zaviar",LB,2013,9,12,0,0,0,0,0,0,0
"Vigil, Zach",OLB,2016,2,0,0,0,0,0,0,0,0
"Vigil, Zach",OLB,2016,7,2,0,0,0,0,0,0,0
"Vigil, Zach",OLB,2015,16,18,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2016,16,0,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2015,16,1,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2014,15,1,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2013,9,0,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2012,16,3,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2011,15,3,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2010,15,2,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2009,14,3,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2008,16,0,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2007,16,2,0,0,0,0,0,0,0
"Fasano, Anthony",TE,2006,16,0,0,0,0,0,0,0,0
"Elliott, Jay",LB,2016,11,19,1,0,0,0,0,0,0
"Elliott, Jay",LB,2015,14,24,3,0,2,1,0,2,2
"Elliott, Jay",LB,2014,13,14,0,0,0,0,0,0,0
"Adams, Davante",WR,2016,16,2,0,0,0,0,0,0,0
"Adams, Davante",WR,2015,13,1,0,0,0,0,0,0,0
"Adams, Davante",WR,2014,16,1,0,0,0,0,0,0,0
"Johnson, Steven",LB,2016,6,6,0,0,0,0,0,0,0
"Johnson, Steven",LB,2015,16,7,0,0,0,0,0,0,0
"Johnson, Steven",LB,2014,14,32,0.5,0,0,0,0,0,0
"Johnson, Steven",LB,2013,16,8,0,0,0,0,0,0,0
"Johnson, Steven",LB,2012,11,10,0,0,0,0,0,0,0
"Haden, Joe",CB,2016,13,48,0,0,11,3,0,9,9
"Haden, Joe",CB,2015,5,22,0,0,2,0,0,0,0
"Haden, Joe",CB,2014,15,73,0,0,20,3,0,0,0
"Haden, Joe",CB,2013,15,54,0,0,20,4,1,57,29T
"Haden, Joe",CB,2012,11,51,0,0,10,3,0,64,50
"Haden, Joe",CB,2011,15,65,1,0,19,0,0,0,0
"Haden, Joe",CB,2010,16,64,1,0,18,6,0,101,62
"Parker, Ron",FS,2016,16,61,0,0,12,1,0,1,1
"Parker, Ron",FS,2015,16,78,5,0,12,3,0,5,5
"Parker, Ron",FS,2014,16,94,1,0,12,1,0,10,10
"Parker, Ron",FS,2013,16,17,1,0,3,2,0,29,15
"Parker, Ron",FS,2012,2,2,0,0,0,0,0,0,0
"Parker, Ron",FS,2012,3,1,0,0,0,0,0,0,0
"Parker, Ron",FS,2011,2,0,0,0,0,0,0,0,0
"Parker, Ron",FS,2011,3,0,0,0,0,0,0,0,0
"Jones, Byron",FS,2016,16,88,0,0,10,1,0,7,7
"Jones, Byron",FS,2015,16,66,0,0,9,0,0,0,0
"Griffin, Ryan",TE,2016,16,2,0,0,0,0,0,0,0
"Griffin, Ryan",TE,2015,9,0,0,0,0,0,0,0,0
"Griffin, Ryan",TE,2014,16,2,0,0,0,0,0,0,0
"Griffin, Ryan",TE,2013,15,5,0,0,0,0,0,0,0
"Young, Darrel",FB,2015,16,5,0,0,0,0,0,0,0
"Young, Darrel",FB,2014,16,5,0,0,0,0,0,0,0
"Young, Darrel",FB,2013,13,7,0,0,0,0,0,0,0
"Young, Darrel",FB,2012,16,4,0,0,0,0,0,0,0
"Young, Darrel",FB,2011,13,2,0,0,0,0,0,0,0
"Young, Darrel",FB,2010,16,13,0,0,0,0,0,0,0
